Date,Open,High,Low,Close,Volume
02-05-2017,285.0172123,287.226648,281.9240082,283.102356,9754789
03-05-2017,284.1825348,287.9140443,280.6474315,284.5753174,13950914
04-05-2017,288.6996252,294.5914543,287.8158568,293.6585693,24534923
05-05-2017,295.5734009,299.4030834,286.8829477,290.6635437,34756331
08-05-2017,290.7617644,295.3279258,288.6014151,294.0022583,11560550
09-05-2017,295.4752095,295.4752095,289.9270767,291.154541,7843574
10-05-2017,291.645556,292.7748174,287.7176698,289.1415405,8699405
11-05-2017,290.5653284,294.0022283,289.1414879,292.7256775,11934889
12-05-2017,294.591443,297.1445748,290.6635571,292.5292969,13376269
15-05-2017,293.0202722,296.5553754,292.1365039,295.9661865,10383539
16-05-2017,296.5553945,302.8400062,293.953176,301.9562378,17533439
17-05-2017,302.4472116,303.2327768,299.992283,302.1035156,14120513
18-05-2017,299.3540211,302.3490222,296.5553963,297.4882813,15471393
19-05-2017,298.9612481,309.6156154,296.5554059,302.4472351,55250969
22-05-2017,303.3801082,303.8219774,287.914057,288.9942017,35771221
23-05-2017,289.6815744,290.5653427,282.0712958,283.6424561,19846852
24-05-2017,284.8208245,285.2136371,276.5722698,278.0452271,16435958
25-05-2017,279.0271918,286.0973984,278.4380029,284.8699341,15018467
26-05-2017,287.8424831,288.3379091,282.690041,285.8112488,12304394
29-05-2017,286.2571154,288.1892888,280.7083386,281.401947,10619968
30-05-2017,280.8074256,287.0993412,278.4789175,286.2075806,9643418
31-05-2017,286.3562061,288.8333359,284.5726847,285.6625977,10697171
01-06-2017,285.31583,288.7342511,281.99647,284.8204041,12186700
02-06-2017,287.2479759,287.8424931,283.7304635,284.4240417,12004368
05-06-2017,285.4148924,287.0993528,284.1267969,284.6222229,7917410
06-06-2017,289.3287692,290.2700906,283.9781747,284.6717529,12346121
07-06-2017,285.5635509,288.8333503,284.5726989,287.8920288,10864355
08-06-2017,289.3287599,289.3287599,285.1176392,285.9598694,8370299
09-06-2017,285.6625959,286.752539,283.1854661,285.9103088,10804887
12-06-2017,284.126783,284.374496,281.6991838,282.3432617,10326846
13-06-2017,282.7891348,284.3745039,280.4110962,281.2533264,9171049
14-06-2017,283.2845583,283.680893,280.0147591,281.6001282,11566255
15-06-2017,281.2533253,283.1854684,278.7761955,281.401947,11925641
16-06-2017,282.095572,284.0277152,280.6588245,283.334137,19246907
19-06-2017,283.9781638,287.1984325,282.6900381,286.2075806,14848661
20-06-2017,284.969037,288.3379277,282.9873331,287.446167,14927701
21-06-2017,285.6130789,289.7746693,285.6130789,288.2388306,10537576
22-06-2017,288.5856393,293.1930949,288.3874568,291.8059082,26110402
23-06-2017,292.0536001,292.8462695,285.1671673,286.3066711,20648597
27-06-2017,286.6039204,286.8021029,274.2678018,277.0917358,25523129
28-06-2017,275.0604943,275.9027245,271.2457085,273.87146,17241351
29-06-2017,274.6145969,276.7449224,269.1649114,269.9576111,30457363
30-06-2017,269.5117373,272.2365802,267.2327898,271.146637,12235472
03-07-2017,271.5925239,272.9797106,270.0566852,272.3356628,8951033
04-07-2017,272.484298,273.9210455,269.5612725,270.502594,7856082
05-07-2017,271.3943409,273.0788013,269.8585325,272.3851929,10048734
06-07-2017,272.5338015,280.1138426,272.0879362,278.4293823,16115817
07-07-2017,278.0330541,279.8165755,276.6458675,277.5376282,5914038
10-07-2017,281.501027,284.3744915,280.6092664,282.9377441,2095795
11-07-2017,284.8699319,287.0498183,280.4110982,280.9560547,12400820
12-07-2017,282.0955596,285.7616936,280.6092817,285.0185547,7524835
13-07-2017,286.2571117,287.3470549,283.9286037,286.10849,8434324
14-07-2017,286.1580305,290.914138,284.6222221,288.9324341,13750192
17-07-2017,290.1214281,291.4095537,287.0002506,290.3196106,10549310
18-07-2017,289.1801514,293.6885157,287.3470692,288.3379211,11913832
19-07-2017,288.8333305,291.3104602,288.7342392,290.6168518,9006728
20-07-2017,290.3196255,291.5581905,287.3966002,288.2883911,6256500
21-07-2017,288.3874541,289.5269581,285.6130807,287.9911194,7266604
24-07-2017,288.1397433,293.5894292,288.0406823,291.8554382,11195781
25-07-2017,293.2921746,294.5802701,291.9545185,293.3912659,10846999
26-07-2017,293.5398896,296.9087802,292.5490377,293.0939941,12527914
27-07-2017,294.2830408,297.106975,293.4903713,295.620697,22286060
28-07-2017,294.2830354,297.9987303,292.8958487,296.3638306,15766196
31-07-2017,296.6610687,310.9788915,295.273882,309.6412354,41547584
01-08-2017,311.127508,311.9201774,305.1328659,306.1732483,14888804
02-08-2017,307.1641098,308.9476312,302.5070934,304.8851624,17005571
03-08-2017,304.1915442,304.5878789,296.3638199,297.8005371,14459919
04-08-2017,297.5528209,303.4979325,294.8775389,302.45755,9615344
07-08-2017,303.0025245,308.9476364,302.3584768,308.3531494,11420767
08-08-2017,308.1549604,308.9476298,298.4446232,300.8721924,13578680
09-08-2017,299.9804108,304.6374268,297.3546594,299.5345154,15852734
10-08-2017,298.4446125,299.6336166,289.3287627,293.9857788,14519518
11-08-2017,291.8058892,300.2281305,274.9118762,277.5871582,67652562
14-08-2017,278.8752982,279.8165894,273.9705689,275.6550293,23773509
16-08-2017,276.4972243,281.3028623,271.6916166,280.5101929,21074533
17-08-2017,281.2037567,282.0955476,277.4385316,278.2807617,12134114
18-08-2017,275.4568432,277.0917429,273.4751393,276.1504517,12653217
21-08-2017,276.4476937,278.0825934,270.8493863,272.1374817,9247153
22-08-2017,273.4751433,274.4659953,268.719066,271.3943481,11814388
23-08-2017,272.2365721,277.1413013,271.6916156,276.4476929,11317821
24-08-2017,277.1412919,278.8752827,274.9614056,277.7357788,14138226
28-08-2017,279.5193375,279.5193375,276.4476904,276.7944946,10505317
29-08-2017,275.9027202,278.2807587,273.5246515,274.4659729,10335964
30-08-2017,275.4568277,276.6953926,273.4751239,274.0696411,7648702
31-08-2017,274.3173762,276.9431279,271.6916245,275.209137,14222467
01-09-2017,275.110045,277.834888,274.0696626,275.3082275,8255209
04-09-2017,276.3981714,277.0422192,273.8714807,275.209137,7168751
05-09-2017,275.5559192,276.9431058,273.4255936,274.0200806,9565430
06-09-2017,273.4256103,274.1191886,271.1466327,271.7411499,7306781
07-09-2017,272.8806241,274.366902,270.6016767,271.6916199,16102724
08-09-2017,272.3851846,272.8806105,268.6199594,269.3135376,7077895
11-09-2017,270.1062436,270.9980043,267.0841271,268.471344,14489224
12-09-2017,269.5117389,273.1283425,268.0254609,270.9484863,8375133
13-09-2017,272.4347645,274.0696642,270.007165,270.8989258,10150073
14-09-2017,270.8989202,273.0788066,269.808977,271.6916199,8015217
15-09-2017,268.2731574,271.9888521,267.4309273,269.0162964,18404860
18-09-2017,270.5025822,271.4934341,266.9850699,267.9263611,17538678
19-09-2017,267.9759099,268.3226839,264.0125023,265.3501282,14331316
20-09-2017,265.6969467,269.5612632,265.0033684,267.5795593,12355806
21-09-2017,267.2822965,268.9171961,264.9042581,266.0437317,8509419
22-09-2017,264.8051843,264.9538061,258.7114509,259.4545898,12860892
25-09-2017,259.1077774,259.4050208,252.0727227,256.3829346,13937050
26-09-2017,256.1352252,257.2746989,253.6580954,255.8875122,11728345
27-09-2017,257.5224072,257.5224072,247.2175533,248.109314,17080769
28-09-2017,247.9606921,251.2305065,247.2175532,250.2396545,17776419
29-09-2017,252.3699861,253.1626706,250.7350864,251.527771,10073641
03-10-2017,254.0544345,254.0544345,248.3075053,249.0010986,10547836
04-10-2017,249.3478892,252.3204451,249.0506457,250.8837128,14063896
05-10-2017,251.3791351,251.775485,246.9203014,249.2983551,13476692
06-10-2017,249.843305,255.5407035,249.7937745,254.4012299,11932139
09-10-2017,254.4507597,256.2343113,251.9240994,254.5003204,8009211
10-10-2017,254.5003198,255.8379759,253.360831,254.599411,9742878
11-10-2017,254.7975701,256.0856958,248.1588652,249.4469757,14192548
12-10-2017,249.6946926,250.635999,246.2267108,248.9020081,13404759
13-10-2017,248.8029255,253.0140462,247.9111497,249.7937775,15697555
16-10-2017,252.2709076,252.3699837,247.8120739,249.7442322,12171830
17-10-2017,249.7442386,252.3699902,248.3570368,248.8524628,13505216
18-10-2017,243.7495737,245.5331102,240.3311376,241.5201569,20677891
19-10-2017,241.5697097,243.006442,238.943943,240.5293121,3458869
23-10-2017,241.7678692,244.740425,240.083424,243.7000275,8901335
24-10-2017,243.749573,252.9644989,243.7000273,252.1222687,17197805
25-10-2017,277.2899268,325.048973,277.2899268,321.9277954,262677081
26-10-2017,326.9811478,348.0862826,314.5954983,317.5680542,112804243
27-10-2017,317.3203487,320.6397089,307.263207,308.2044983,27580765
30-10-2017,309.145813,319.4011369,307.7586263,309.145813,28530254
31-10-2017,310.1366483,310.9788785,301.5162246,303.0025024,16455750
01-11-2017,306.569596,318.5093804,306.569596,316.9240112,34907283
02-11-2017,317.0726114,320.1937889,310.6816045,311.4743042,23110527
03-11-2017,312.5642619,324.5040159,309.7403278,322.026886,26898400
06-11-2017,320.6397009,326.9811474,318.5093752,325.9902954,17143407
07-11-2017,325.9407586,328.6656015,312.6137879,314.2982483,21883541
08-11-2017,315.0909115,316.3790069,303.8447362,306.7182007,20242447
09-11-2017,310.2852745,315.0909124,305.3805756,310.8302612,21846178
10-11-2017,312.1183656,335.4033865,306.6686798,330.4986572,82984969
13-11-2017,333.6693829,341.6457287,326.7334195,328.0215149,38777555
14-11-2017,327.3279509,331.638163,324.5040168,326.089386,25647162
15-11-2017,324.9994423,328.12062,319.3020436,321.977356,17389606
16-11-2017,324.4049249,331.1427363,320.68923,330.3500366,22506014
17-11-2017,341.8439263,343.5283868,332.9262587,334.4125366,26518142
20-11-2017,334.0162039,334.0657344,328.2197139,329.9537048,13507662
21-11-2017,331.935395,332.3317298,326.9811354,327.6251831,14189920
22-11-2017,327.8233626,336.5428474,324.0085767,332.2326355,22861716
23-11-2017,332.4308207,333.5702944,328.6160348,331.8858643,13338423
24-11-2017,332.9262651,333.917117,328.4674312,329.3591919,11716981
27-11-2017,326.8820388,333.9170934,325.0489567,332.5794373,13114683
28-11-2017,332.9262372,333.6198456,328.1701602,328.9628296,16054996
29-11-2017,329.3096562,331.7867861,324.2067746,325.8912048,11264624
30-11-2017,322.8195587,323.5131671,315.5863514,317.4194336,27276288
01-12-2017,318.5589011,319.3515705,308.4026686,309.8889465,16425620
04-12-2017,311.8211138,313.0596787,308.3035713,310.7311707,13887727
05-12-2017,309.6412186,317.7662163,305.9750545,316.1808472,15130931
06-12-2017,313.8028263,314.4964046,308.6503841,309.5421448,18658202
07-12-2017,309.6412376,314.8432104,309.5917071,313.5055542,12278558
08-12-2017,313.7037301,315.9331469,309.2448964,310.2357483,16418832
11-12-2017,313.0596746,316.3790043,312.2174444,315.4872437,14014369
12-12-2017,314.8431958,317.5680385,311.7715488,315.5368042,17658856
13-12-2017,313.257833,316.0322365,308.3035733,310.4338989,17540585
14-12-2017,311.4247459,312.5146891,306.6686688,311.1275024,13894451
15-12-2017,315.4872577,316.4285791,308.6503852,309.3935242,16050711
18-12-2017,305.1823863,320.5405908,297.6519058,315.982666,32119915
19-12-2017,316.5276767,319.3020501,315.487264,316.8744507,14741481
20-12-2017,316.0817674,316.0817674,313.6046376,314.5954895,9895770
21-12-2017,313.7037342,315.2891034,312.5146998,313.852356,9916409
22-12-2017,314.1991683,320.8874191,313.6046511,316.9240112,13821639
26-12-2017,315.6854352,317.0230913,313.4064575,314.2486877,9329690
27-12-2017,313.6046261,317.3698513,310.186175,311.9697266,14276027
28-12-2017,312.4156078,313.6046422,304.8355964,305.5787354,20353152
29-12-2017,307.1640937,309.1457975,306.2227723,307.0650024,11939569
01-01-2018,307.7586313,309.8889571,303.4979497,304.2906494,12182400
02-01-2018,306.1732594,306.1732594,298.5932479,300.4758606,14797364
03-01-2018,302.507098,303.646602,299.3859203,300.0795288,13857373
04-01-2018,301.7144181,307.3622863,300.376762,305.6778259,24517099
05-01-2018,308.5512753,308.5512753,302.8043464,303.5474854,14580575
08-01-2018,304.3897193,306.6686666,302.209833,303.0025024,13557197
09-01-2018,304.6869737,306.6686776,300.5253834,301.5162354,15574755
10-01-2018,301.8630323,303.0520667,297.2555769,298.34552,13064599
11-01-2018,298.1473297,300.2281247,297.2555691,299.4354553,12298455
12-01-2018,301.8630239,301.8630239,297.800525,299.4849854,17594228
15-01-2018,301.1694739,302.4575693,298.7914049,299.8318176,18189668
16-01-2018,299.6336205,300.574942,292.5985657,293.4407959,18040940
17-01-2018,293.2921864,305.5787449,289.9232957,304.2906494,26277307
18-01-2018,312.1183713,314.8927447,297.7510177,300.4758606,40000111
19-01-2018,301.1694563,307.1640984,299.7327089,306.4209595,18461642
22-01-2018,305.529188,305.9255227,301.2685067,303.696106,12622645
23-01-2018,303.5970229,317.6175715,303.5474924,315.1900024,35252217
24-01-2018,314.793674,328.56651,313.3073961,326.8820496,38070520
25-01-2018,329.7059824,329.7059824,308.9971829,310.2852783,42466150
29-01-2018,310.285286,314.0009809,308.1549604,309.2449036,23600898
30-01-2018,309.1953322,315.9331435,308.1549498,310.6816101,25810404
31-01-2018,310.1366559,313.7037289,305.0337745,310.3843689,16409938
01-02-2018,314.0009628,314.4963888,302.2098312,303.2502136,19515991
02-02-2018,300.1290378,302.9529718,292.7967397,294.6298218,23274673
05-02-2018,289.9728006,297.6519028,287.3470491,295.3233948,18940578
06-02-2018,282.3928041,294.5802709,280.3120089,289.0810547,30577218
07-02-2018,293.8866849,295.1747803,287.3470562,290.1214294,21463818
08-02-2018,290.22052,300.5253738,289.8737157,298.6427612,18932796
09-02-2018,294.2830243,297.8500973,292.3013204,293.6885071,15750824
12-02-2018,285.613064,289.7250934,282.5414171,286.10849,50839665
14-02-2018,286.0589582,286.0589582,272.4842749,273.6733093,45641149
15-02-2018,272.2861048,279.7174945,271.7411484,276.1504517,26058237
16-02-2018,277.9339625,278.6275709,267.5795479,269.164917,30338112
19-02-2018,269.0162874,269.5117133,254.3021308,266.0437317,43847791
20-02-2018,266.5391798,271.6916221,262.3775894,267.1832275,33458021
21-02-2018,269.7099222,271.5925349,264.9538145,270.7998352,23714454
22-02-2018,267.9263454,271.0970836,266.9850543,270.1062317,25584062
23-02-2018,270.9484674,274.6641621,270.007146,273.5246582,15482147
26-02-2018,277.4385473,277.4385473,271.3448138,271.9393311,15306032
27-02-2018,270.5025718,273.3760363,263.5170779,265.1519775,20824909
28-02-2018,261.8326147,267.2327697,258.4141635,265.5483093,26810799
01-03-2018,263.8638606,267.5300249,258.8600704,259.7518311,22859175
05-03-2018,258.0673913,262.5757554,256.382931,261.0894775,18484565
06-03-2018,263.4179897,263.5666115,252.6672403,254.2030487,20778164
07-03-2018,252.7167966,253.0140552,243.7991289,244.393631,31262500
08-03-2018,244.7404232,255.5902638,242.0651261,254.4507599,33133336
09-03-2018,254.6489529,255.0452876,249.3478889,250.9332581,21536191
12-03-2018,251.7754912,252.9149649,244.9881492,250.5369263,25332474
13-03-2018,249.0010894,259.9995366,247.3166442,252.3699799,37647221
14-03-2018,250.190122,255.491186,247.712992,254.6984863,25471485
15-03-2018,254.6489496,256.432471,250.2396614,251.3791351,18339890
16-03-2018,248.3570286,253.3608339,247.8120722,249.9919434,25728297
19-03-2018,250.5864462,251.2800546,243.8486652,245.6817322,18167594
20-03-2018,244.5918111,249.9424056,243.1055332,246.821228,20556571
21-03-2018,249.4469722,251.9736476,244.8395168,245.7312775,19533972
22-03-2018,244.7404262,245.0872305,238.4485104,239.3402863,26828240
23-03-2018,235.6245944,237.4576614,230.2244543,232.6520386,27150262
26-03-2018,232.6024997,245.5826666,232.1070738,244.2450104,30373940
27-03-2018,247.7129814,253.162667,245.7312776,252.0231934,31205051
28-03-2018,249.6946867,253.8562769,246.4248723,247.6138916,36673566
02-04-2018,249.4965158,249.6946831,242.6596285,243.8981934,14993188
03-04-2018,247.2670982,250.487367,245.9789877,248.2084045,19883309
04-04-2018,249.3974317,250.6855423,243.2541527,245.0376892,18824449
05-04-2018,250.2891973,259.504108,247.7129763,256.927887,22880821
06-04-2018,257.2746885,259.0582401,252.5186115,257.3242493,24868860
09-04-2018,258.265564,260.3463592,255.2434775,258.265564,20208874
10-04-2018,258.7114403,262.5757567,256.1352193,260.8912964,21201141
11-04-2018,260.5940676,260.5940676,253.9553474,254.6984863,14885838
12-04-2018,255.1443749,255.1443749,249.9424022,251.4782257,18660913
13-04-2018,251.6763984,253.6085567,247.4157319,248.6542969,25654020
16-04-2018,247.0689417,249.0011,244.8395248,246.7221375,16408377
17-04-2018,249.1001668,250.19011,244.3440897,245.8798981,15922452
18-04-2018,247.2175512,247.6138859,243.0559762,244.1954498,16142387
19-04-2018,244.8395148,246.1771558,242.9568871,243.8981934,13166927
20-04-2018,243.6009551,243.6009551,237.3090392,238.9934845,15546939
23-04-2018,239.6870841,242.6101094,237.110878,240.2320557,12111837
24-04-2018,239.7861735,241.1733602,237.4081349,238.3989868,9486349
25-04-2018,237.5072049,238.5476025,234.5841947,235.0300751,13124853
26-04-2018,236.2190926,236.6154425,230.3730723,231.0666656,24495144
27-04-2018,231.1162197,243.5514148,231.1162197,240.3806915,31401889
30-04-2018,242.5605506,247.4157189,242.263292,244.1459045,17263193
02-05-2018,243.6504871,244.0468369,237.5567537,238.7953186,12887066
03-05-2018,238.7457665,241.1733506,236.5658953,239.6870728,12939642
04-05-2018,241.2724415,241.6687763,238.151264,239.736618,12777310
07-05-2018,240.2320569,245.9294557,239.8357221,244.2450104,15122614
08-05-2018,245.731278,250.2892029,242.3623875,247.7625275,23293920
09-05-2018,247.514814,247.514814,244.0468322,245.7312775,11429823
10-05-2018,245.9789908,247.911149,244.0468325,245.6817322,13160967
11-05-2018,245.3349412,249.2983488,243.7991177,248.0597839,11958589
14-05-2018,247.6634411,253.4599311,245.8799046,251.2800598,18673849
15-05-2018,250.6855371,255.0948403,243.6504824,245.7312775,18026861
16-05-2018,243.2541525,246.4248757,238.398984,240.8761139,17222004
17-05-2018,241.9660448,243.7495813,238.9439433,240.4797668,11721064
18-05-2018,240.7770228,241.7678748,235.6741413,236.6649933,11873041
21-05-2018,241.3219997,243.501871,238.1017308,242.2137604,18780730
22-05-2018,241.4210687,257.3242604,238.7953171,251.577301,68713602
23-05-2018,252.3204343,267.2823043,251.9736452,260.7922363,71202072
24-05-2018,261.4362765,267.232766,258.2655383,266.0437317,34679642
25-05-2018,265.3501345,265.9446517,260.1481619,264.5079346,22317308
28-05-2018,264.9537935,271.6916046,263.6161373,269.5612488,18959368
29-05-2018,268.0254349,268.4713303,260.3958633,261.8821411,16107543
30-05-2018,258.116926,265.5483154,257.5719695,264.7060852,19320209
31-05-2018,264.4088548,272.2861098,260.7426904,267.084137,31935892
01-06-2018,266.7868837,267.3318402,262.1794283,264.2602234,16574717
04-06-2018,265.5483148,265.895119,258.9095948,260.5940552,12933824
05-06-2018,258.5132561,262.8234679,258.5132561,261.1390076,14102731
06-06-2018,260.5940645,268.9172148,259.801395,267.6786499,18315171
07-06-2018,268.5704142,270.4034964,265.9446626,267.1832275,18773700
08-06-2018,266.4896555,271.3943547,264.557482,270.502594,14096549
11-06-2018,270.7998302,275.8531813,270.6512085,271.4934387,18219428
12-06-2018,271.4934358,281.7982901,271.4934358,280.2624817,31358021
13-06-2018,281.401951,287.0002584,281.0551467,285.0681152,26748300
14-06-2018,283.9286176,283.9286176,278.7266448,280.0147705,18513730
15-06-2018,280.1633992,280.8570077,274.0696655,274.9118958,16949917
18-06-2018,275.4568259,277.1908167,272.9301657,274.3173523,13542420
19-06-2018,273.4751221,274.1687305,267.2822978,270.1062317,20726975
20-06-2018,270.7007742,272.2365827,268.619979,270.7998352,14002946
21-06-2018,272.2365548,272.2365548,265.6473959,266.1923523,12954943
22-06-2018,266.5391856,271.196202,263.3189166,270.552124,20784133
25-06-2018,269.363092,270.6511874,264.7556368,265.9942017,10934401
26-06-2018,264.8051746,268.7190518,262.9720926,264.9537964,16867009
27-06-2018,264.9042767,264.9042767,258.6123608,259.3059692,16277655
28-06-2018,258.0178315,259.6032006,253.3608305,254.648941,21349738
29-06-2018,255.8875044,261.0399464,255.8379739,256.9774475,16244724
02-07-2018,256.5811164,259.3554897,251.6763873,256.4820251,21896701
03-07-2018,257.2251738,258.5132693,254.0544355,255.1443787,16099030
04-07-2018,253.4103882,255.9866093,252.1718233,255.0948486,14206935
05-07-2018,255.5407058,256.3334055,252.815863,254.1039886,11215032
06-07-2018,253.7571942,258.4141803,253.2122226,254.8471375,16174019
09-07-2018,255.8379882,259.9995483,255.5902752,259.1573181,13220744
10-07-2018,261.43628,263.3188925,259.9995326,261.3371887,11487165
11-07-2018,260.2472485,260.2472485,255.5407019,256.7297363,12857179
12-07-2018,259.0086878,262.0803349,258.7609749,260.346344,10642215
13-07-2018,259.7023019,259.9995454,254.4507684,255.3920898,11976239
16-07-2018,254.6489496,255.1443755,248.7038379,249.2983551,8965623
17-07-2018,248.4065714,257.4728755,248.1588584,256.6801758,16067598
18-07-2018,257.7205848,260.0986233,253.8067077,257.1755981,17641125
19-07-2018,257.026972,261.0894707,253.8562641,257.8196716,9958284
20-07-2018,257.5224189,260.594066,256.1847627,259.1077881,6120163
23-07-2018,259.6032096,265.0528953,258.2160229,263.9134216,17013119
24-07-2018,264.7556482,266.7373521,263.1207183,264.408844,9320281
25-07-2018,265.5483122,270.3539501,263.2198042,269.3630981,13099277
26-07-2018,272.5833747,286.7525454,271.691614,285.0681152,53496546
27-07-2018,286.8516434,294.2830332,282.4919008,284.1268005,32175436
30-07-2018,286.5543843,296.8096774,286.5543843,294.6793518,40949610
31-07-2018,294.2830146,299.6336088,289.1305726,290.815033,36510328
01-08-2018,291.8059039,295.2738858,285.7121704,292.4004211,33885474
02-08-2018,290.3196041,293.6884945,287.8920049,291.2113647,15665209
03-08-2018,291.9049956,297.2060596,291.8059043,296.5124512,18254462
06-08-2018,297.8501016,308.50176,297.8501016,305.6778259,31576923
07-08-2018,307.0154836,308.8485658,300.2776722,301.2685242,23928622
08-08-2018,301.2685214,308.0558632,300.2776694,305.8760071,20498279
09-08-2018,310.0871259,316.9239983,307.3127224,314.4963989,46464355
10-08-2018,314.744114,323.4140685,297.7510092,301.6648865,111510771
13-08-2018,293.2921887,300.0299701,288.43702,291.4591064,58127432
14-08-2018,293.9857917,296.2152086,290.6664315,292.20224,25294933
16-08-2018,290.8150388,295.6702072,287.5947701,290.0223694,31083900
